rid,preferred_name,definition,synonyms,acronyms
RID5181,dysbaric osteonecrosis,,,
RID5184,Theimann disease,Osteonecrosis of the base of the phalanges,,
RID5187,deposition,,,
RID5189,focal amyloid deposition,,amyloidoma; localized amyloidosis,
RID5191,crystal deposition,,,
RID5192,monosodium urate deposition,,,
RID5193,tophus,"a focal deposit of crystals, usually monosodium urate",,
RID5194,mineral deposition disorder,,mineralization,
RID5197,milk of calcium,,,
RID5199,milk of calcium bile,,limy bile syndrome,
RID5201,optic nerve drusen,"Optic disk bodies composed primarily of acid mucopolysaccharides that may produce pseudopapilledema (elevation of the optic disk without associated intracranial hypertension) and visual field deficits. Drusen may also occur in the retina (see retinal drusen). (Miller et al., Clinical Neuro-Ophthalmology, 4th ed, p355) [MeSH]",,
RID5203,iron overload,"An excessive accumulation of iron in the body due to a greater than normal absorption of iron from the gastrointestinal tract or from parenteral injection. This may arise from idiopathic hemochromatosis, excessive iron intake, chronic alcoholism, certain types of refractory anemia, or transfusional hemosiderosis. (From Churchill's Illustrated Medical Dictionary, 1989) [MeSH]",hemosiderosis,
RID5205,hemochromatosis,"A disorder due to the deposition of hemosiderin in the parenchymal cells, causing tissue damage and dysfunction of the liver, pancreas, heart, and pituitary. Full development of the disease in women is restricted by menstruation, pregnancy, and lower dietary intake of iron. Acquired hemochromatosis may be the result of blood transfusions, excessive dietary iron, or secondary to other disease. Idiopathic or genetic hemochromatosis is an autosomal recessive disorder of metabolism associated with a gene tightly linked to the A locus of the hla complex on chromosome 6. (From Dorland, 27th ed) [MeSH]",,
RID5206,transfusional siderosis,,,
RID5207,fluorosis,gen or unspecified fluoride; prefer /pois with specific fluoride term [MeSH],,
RID5208,pigment deposition,Coloration or discoloration of a part by a pigment. [MeSH],,
RID5211,superficial siderosis,"rare condition caused by deposition of hemosiderin on the leptomeninges and the surface of the brain, brainstem, and cranial nerves thought to be due to recurrent subarachnoid hemorrhage",,
RID5212,glycogen deposition,,,
RID5213,glycogenic acanthosis,,,
RID5214,cholesterol deposition,,,
RID5215,cholesterolosis,,,
RID5216,fat deposition,,,
RID5217,steatosis,"Lipid infiltration of the hepatic parenchymal cells resulting in a yellow-colored liver. The abnormal lipid accumulation is usually in the form of triglycerides, either as a single large droplet or multiple small droplets. Fatty liver is caused by an imbalance in the metabolism of fatty acids. [MeSH]",fatty liver,
RID5219,lipomatous infiltration,"A disorder consisting of the accumulation of abnormal localized, or tumor-like fat in the tissues. [MeSH]",lipomatosis,
RID5221,xanthoma,,,
RID5222,resorption,,,
RID5224,ossification of posterior longitudinal ligament,"A calcification of the posterior longitudinal ligament of the spinal column, usually at the level of the cervical spine. It is often associated with anterior ankylosing hyperostosis. [MeSH]",OPLL,
RID5226,heterotopic ossification,The development of bony substance in normally soft structures. [MeSH],,
RID5227,sclerosis,"A pathological process consisting of hardening or fibrosis of an anatomical structure, often a vessel or a nerve. [MeSH]",,
RID5229,acrosclerosis,,,
RID5230,disease spread,,,
RID5232,metastasis by lymphatic and interstitial infiltration,,lymphangitic carcinomatosis,
RID5234,direct extension,,,
RID5235,lymphangitic spread,,,
RID5236,hematogenous spread,,,
RID5237,perineural spread,,,
RID5240,dyskinesia,"Abnormal involuntary movements which primarily affect the extremities, trunk, or jaw that occur as a manifestation of an underlying disease process. Conditions which feature recurrent or persistent episodes of dyskinesia as a primary manifestation of disease may be referred to as dyskinesia syndromes (see movement disorders). Dyskinesias are also a relatively common manifestation of basal ganglia diseases. [MeSH]",,
RID5241,biliary dyskinesia,"A motility disorder characterized by biliary colic, absence of gallstones, and an abnormal gallbladder ejection fraction. It is caused by gallbladder dyskinesia and/or sphincter of oddi dysfunction. [MeSH]",Chronic acalculous gallbladder disease,
RID5244,delayed emptying,,,
RID5245,dumping syndrome,Gastrointestinal symptoms resulting from an absent or nonfunctioning pylorus. [MeSH],,
RID5246,ileus,"A condition caused by the lack of intestinal peristalsis or intestinal motility without any mechanical obstruction. This interference of the flow of intestinal contents often leads to intestinal obstruction. Ileus may be classified into postoperative, inflammatory, metabolic, neurogenic, and drug-induced. [MeSH]",adynamic ileus,
RID5248,eventration,,,
RID5249,flail,,,
RID5251,irritable bowel syndrome,"A disorder with chronic or recurrent colonic symptoms without a clearcut etiology. This condition is characterized by chronic or recurrent abdominal pain, bloating, mucus in feces, and an erratic disturbance of defecation. [MeSH]",,
RID5252,nonobstructive megacolon,,,
RID5253,cathartic colon,,,
RID5254,paresis,partial loss of motor function,,
RID5255,gastroparesis,Chronic delayed gastric emptying. Gastroparesis may be caused by motor dysfunction or paralysis of stomach muscles or may be associated with other systemic diseases such as diabetes mellitus. [MeSH],,
RID5256,paralysis,complete loss of motor function,,
RID5259,reflux,,,
RID5260,gastroesophageal reflux,"Retrograde flow of gastric juice (gastric acid) and/or duodenal contents (bile acids; pancreatic juice) into the distal esophagus, commonly due to incompetence of the lower esophageal sphincter. Gastric regurgitation is an extension of this process with retrograde flow into the pharynx or mouth. [MeSH]",,
RID5261,vesicoureteral reflux,"The passage of urine from the bladder back into a ureter. (Dorland, 27th ed) [MeSH]",,
RID5262,restricted motion,,,
RID5263,stasis,,,
RID5265,,,,
RID5268,presbyphagia,,,
RID5272,meconium ileus,,,
RID5275,malabsorption,General term for a group of malnutrition syndromes caused by failure of normal intestinal absorption of nutrients. [MeSH],,
RID5276,bacterial overgrowth syndrome,"A malabsorption syndrome that is associated with a blind loop in the upper small intestine that is characterized by the lack of peristaltic movement, stasis of intestinal contents, and the overgrowth of bacteria. Such bacterial overgrowth interferes with bile salts action, fatty acids processing, microvilli integrity, and the absorption of nutrients such as vitamin b12 and folic acid. [MeSH]",,
RID5280,tropical sprue,"a syndrome characterized by acute or chronic diarrhea, weight loss, and malabsorption of nutrients in residents of or visitors to the tropics and subtropics.",,
RID5282,congenital aganglionosis of colon,a developmental disorder of the enteric nervous system and is characterized by an absence of ganglion cells in the distal colon resulting in a functional obstruction,Hirschsprung disease,
RID5284,meconium plug,,neonatal small left colon syndrome,
RID5286,chronic intestinal pseudo-obstruction,,,
RID5287,distal intestinal obstruction syndrome,,DIOS; meconium ileus equivalent,
RID5291,intestinal pseudoobstruction,"A type of ileus, a functional not mechanical obstruction of the intestines. This syndrome is caused by a large number of disorders involving the smooth muscles (muscle, smooth) or the nervous system. [MeSH]",,
RID5292,neuronal intestinal dysplasia,,NID,
RID5299,detrusor hyperreflexia,,,
RID5300,uninhibited bladder,,bladder instability,
RID5302,detrusor areflexia,,,
RID5307,renal failure,"A severe irreversible decline in the ability of kidneys to remove wastes, concentrate urine, and maintain electrolyte balance; blood pressure; and calcium metabolism. Renal failure, either acute (kidney failure, acute) or chronic (kidney failure, chronic), requires hemodialysis. [MeSH]",,
RID5308,uremia,,,
RID5309,azotemia,,,
RID5312,interstitial nephritis,"Diffuse or local inflammation and edema of the interstitial tissue of the kidney, including the tubules. [MeSH]",,
RID5313,hemolytic uremic syndrome,"Syndrome of hemolytic anemia, thrombocytopenia, and acute renal failure, with pathological finding of thrombotic microangiopathy in kidney and renal cortical necrosis. [MeSH]",,HUS
RID5315,reflux nephropathy,,,
RID5321,pulmonary aspiration,,,
RID5322,aspiration of solid foreign body,,,
RID5323,aspiration of digestive secretions,,,
RID5324,aspiration of lipid,,,
RID5325,aspiration of liquid,,aspiration of fluid,
RID5326,aspiration of water,,,
RID5328,chronic infiltrative lung disease,,,
RID5329,interstitial pneumonia,,,
RID5330,acute interstitial pneumonia,"Pathology.—The term acute interstitial pneumonia is reserved for diffuse alveolar damage of unknown cause. The acute phase is characterized by edema and hyaline membrane formation. The later phase is characterized by airspace and/or interstitial organization (5). The histologic pattern is indistinguishable from that of acute respiratory distress syndrome. 
Radiographs and CT scans.—In the acute phase, patchy bilateral ground-glass opacities are seen (6), often with some sparing of individual lobules, producing a geographic appearance; dense opacification is seen in the dependent lung (Fig 1). In the organizing phase, architectural distortion, traction bronchiectasis, cysts, and reticular opacities are seen (7).  [Fleischner Society]",,AIP
RID5331,desquamative interstitial pneumonia,"Pathology.—Histologically, DIP is characterized by the widespread accumulation of an excess of macrophages in the distal airspaces. The macrophages are uniformly distributed, unlike in respiratory bronchiolitis–interstitial lung disease, in which the disease is conspicuously bronchiolocentric. Interstitial involvement is minimal. Most cases of DIP are related to cigarette smoking, but a few are idiopathic or associated with rare inborn errors of metabolism (5). 
Radiographs and CT scans.—Ground-glass opacity is the dominant abnormality and tends to have a basal and peripheral distribution (Fig 22). Microcystic or honeycomb changes in the area of ground-glass opacity are seen in some cases (55).  [Fleischner Society]",,DIP
RID5333,usual interstitial pneumonia,"Pathology.—UIP is a histologic pattern of pulmonary fibrosis characterized by temporal and spatial heterogeneity, with established fibrosis and honeycombing interspersed among normal lung. Fibroblastic foci with fibrotic destruction of lung architecture, often with honeycombing, are the key findings (5). The fibrosis is initially concentrated in the lung periphery. UIP is the pattern seen in idiopathic pulmonary fibrosis, but can be encountered in diseases of known cause (eg, some cases of chronic hypersensitivity pneumonitis). 
Radiographs and CT scans.—Honeycombing with a basal and subpleural distribution (Fig 71) is regarded as pathognomonic (63,65), but not all cases of biopsy-proved UIP have this distinctive CT pattern.  [Fleischner Society]",,UIP
RID5341,nonspecific interstitial pneumonia,"Pathology.—NSIP is characterized by a histologic pattern of uniform interstitial involvement by varying degrees of chronic inflammation or fibrosis. NSIP may be idiopathic or seen in other settings, including collagen vascular disease, hypersensitivity pneumonitis, drug-induced lung disease, infection, and immunodeficiency (including human immunodeficiency virus infection) (5). 
CT scans.—NSIP has variable thin-section CT appearances: The most frequent is ground-glass opacities with reticulation, traction bronchiectasis or bronchiolectasis, and little or no honeycombing (Fig 43). The distribution is usually basal and subpleural (95).   [Fleischner Society]",,NSIP
