loinc_number,long_common_name,short_name,modality,anatomic_location,synonyms_count,top_synonyms
62491-6,RFA Guidance for placement of prosthesis in Iliac artery - left-- W contrast IA,RFA Guided Iliac a-L Prosth pl--W cont IA,RF,True; Left; Abdomen; Pelvis,36,Abd; Abd+Pelvis; Abdo; Abdominal; Art
62492-4,RFA Guidance for placement of prosthesis in Iliac artery - right-- W contrast IA,RFA Guided Iliac a-R Prosth pl--W cont IA,RF,True; Right; Abdomen; Pelvis,36,Abd; Abd+Pelvis; Abdo; Abdominal; Art
62494-0,US Guidance for percutaneous drainage and placement of drainage catheter of Unspecified body region,US Guided PC drn+cath place,US,,29,Cath; Document; Drain; Echography; Exudate
64051-6,NM Breast lymphatic vessels - left Views W radionuclide intra lymphatic,NM Breast lymph ves-L Vs W RNC IL,NM,Breast; True; Left,23,Breast lymph ves-L; Brst; Brst-L; Document; Films
64052-4,NM Breast lymphatic vessels - right Views W radionuclide intra lymphatic,NM Breast lymph ves-R Vs W RNC IL,NM,Breast; True; Right,23,Breast lymph ves-R; Brst; Brst-R; Document; Films
64140-7,RFA Renal vessels - left Views W contrast,RFA Renal ves-L Views W contr,RF,True; Abdomen; Left,34,Abd; Abdo; Abdomen+; Abdominal; c
64141-5,RFA Renal vessels - right Views W contrast,RFA Renal ves-R Views W contr,RF,True; Abdomen; Right,34,Abd; Abdo; Abdomen+; Abdominal; c
64993-9,US Guidance for placement of needle in Unspecified body region,US Guided Needle place,US,,26,CorePlaybook; Document; Echography; Finding; Findings
64995-4,RFA Internal thoracic artery - left Views W contrast IA,RFA IT a-L Views W contr IA,RF,Chest; True; Left,34,Art; Arteriogram; c; Cardio; Cardiology
64996-2,XR Lung - left Views W contrast intrabronchial,XR Lung-L Views W contr IB,XR,Chest; True; Left,32,Bronchogram; Bronchography; Broncogram; c; Contr
64997-0,XR Lung - right Views W contrast intrabronchial,XR Lung-R Views W contr IB,XR,Chest; True; Right,32,Bronchogram; Bronchography; Broncogram; c; Contr
64998-8,RF Guidance for placement of catheter in Fallopian tube - left-- transcervical,RF Guided FT-L Cath place--transcervical,RF,Pelvis; True; Left,28,Cath; Cath place; Document; Finding; Findings
64999-6,RF Guidance for placement of catheter in Fallopian tube - right-- transcervical,RF Guided FR-R Cath place--transcervical,RF,Pelvis; True; Right,28,Cath; Cath place; Document; Finding; Findings
65000-2,RFA Internal thoracic artery - right Views W contrast IA,RFA IT a-R Views W contr IA,RF,Chest; True; Right,34,Art; Arteriogram; c; Cardio; Cardiology
65797-3,RFA Guidance for placement of stent in Artery - left,RFA Guided Artery-L Stent place,RF,True; Left; XXX,29,Art; Artery-L; Cardio; Cardiology; Document
65798-1,RFA Guidance for placement of stent in Artery - right,RFA Guided Artery.-R Stent place,RF,True; Right; XXX,29,Art; Artery.-R; Cardio; Cardiology; Document
65799-9,RF Kidney - bilateral Single view for cyst,RF Kdny-Bl 1V for cyst,RF,True; Abdomen; Bilateral,29,1V; 1V for cyst; Abd; Abdo; Abdomen+
65800-5,RF Kidney - left Single view for cyst,RF Kidney-L 1V for cyst,RF,True; Abdomen; Left,27,1V; 1V for cyst; Abd; Abdo; Abdomen+
65801-3,RF Kidney - right Single view for cyst,RF Kidney-R 1V for cyst,RF,True; Abdomen; Right,27,1V; 1V for cyst; Abd; Abdo; Abdomen+
69054-5,RFA Aortic arch Views W contrast IA,RFA Ao arch Views W contr IA,RF,Chest,29,Ac arch; AO; Ao arch; Arteriogram; c
69055-2,XR Acromioclavicular joint - bilateral Views WO weight,XR AC joint-Bl Views WO Wt,XR,Upper extremity; True; Bilateral,31,AC joint; AC joint-Bl; AC joints; ACJ; Arm
69056-0,XR Elbow - bilateral Views and Obliques,XR Elbow-Bl Views+Obls,XR,Upper extremity; True; Bilateral,31,Arm; Bil; Bilat; Both; Document
69057-8,XR Hand - bilateral AP and Lateral and oblique,XR Hand-Bl AP+Lat+Obl,XR,Upper extremity; True; Bilateral,40,Anterio-Posterior; Anteroposterior; AP+Lat; AP+Lat+Obl; Arm
69058-6,XR Hip - bilateral 2 Views,XR Hip-Bl 2V,XR,Lower extremity; True; Bilateral,33,2V; 2VW; Bil; Bilat; Both
69059-4,XR Hip - bilateral Views and Lateral crosstable,XR Hip-Bl Views+Lat Xtable,XR,Lower extremity; True; Bilateral,35,Bil; Bilat; Both; Cross table; Document
69060-2,XR Knee - bilateral 2 Views and Sunrise,XR Knee-Bl 2V+Sunrise,XR,Lower extremity; True; Bilateral,38,2V; 2V+Sunrise; 2VW; Bil; Bilat
69061-0,XR Knee - bilateral 2 Views and Tunnel,XR Knee-Bl 2V+Tunnel,XR,Lower extremity; True; Bilateral,36,2V; 2V Tunnel; 2V+Tunnel; 2VW; Bil
69062-8,XR Knee - bilateral 4 Views W standing,XR Knee-Bl 4V W Stand,XR,Lower extremity; True; Bilateral,36,4V; 4VW; Bil; Bilat; Both
69063-6,XR Knee - bilateral 4 Views and Sunrise and Tunnel,XR Knee-Bl 4V+Sunrise+Tunnel,XR,Lower extremity; True; Bilateral,37,4V; 4V+Sunrise+Tunnel; 4VW; Bil; Bilat
69064-4,XR Knee - bilateral Sunrise and (Views W standing),XR Knee-Bl Sunrise+views Stand,XR,Lower extremity; True; Bilateral,43,1V; Bil; Bilat; Both; Document
69065-1,XR Abdomen AP and Lateral crosstable,XR Abd AP+Lat Xtable,XR,Abdomen,29,Abd; Abdo; Abdomen+; Abdominal; Anterio-Posterior
69066-9,RFA Abdominal vessels Views W contrast IV,RFA Abd ves Views W contr IV,RF,Abdomen,32,Abd; Abd ves; Abdo; Abdomen; Abdomen+
69067-7,RFA Guidance for angioplasty of Unspecified body region-- W contrast,RFA Guided Angio--W contr,RF,,27,Angplsty; c; Contr; Contra; Contrst
69068-5,MG Guidance for needle localization of Breast - bilateral,MG Guided Brst-Bl Needle loc,MG,Breast; True; Bilateral,20,Bil; Bilat; Both; Breast-Bl; Breasts
69069-3,XR Patella - bilateral Sunrise,XR Patella-Bl Sunrise,XR,Lower extremity; True; Bilateral,28,1V; Bil; Bilat; Both; Document
69070-1,XR Ribs - bilateral Anterior and Lateral,XR Ribs-Bl Ant+Lat,XR,Chest; True; Bilateral,22,Ant+Lat; Bil; Bilat; Both; CXR
69071-9,XR Ribs - bilateral and Chest Views,XR Ribs-Bl + Chest Views,XR,Chest; True; Bilateral,26,Bil; Bilat; Both; CXR; Document
69072-7,XR Wrist - bilateral Ulnar deviation and Radial deviation,XR Wrist-Bl Ulnar+Radial Deviation,XR,Upper extremity; True; Bilateral,30,Arm; Bil; Bilat; Both; Carpal bone
69073-5,RF Guidance for core needle biopsy of Unspecified body region,RF Guided CN Bx,RF,,26,Bx; CN; CN Bx; CNB; Document
69074-3,RF Guidance for biopsy of Pelvis,RF Guided Pelvis Bx,RF,Pelvis,17,Bx; Document; Finding; Findings; Fluor
69075-0,RF Guidance for biopsy of Salivary gland,RF Guided Salivary gland Bx,RF,Unspecified; True; Head,21,Brain; Bx; Cranial; Cranium; Document
69076-8,RF guidance for percutaneous biopsy of Bone,RF Bone PC Bx,RF,XXX,23,BON; Bx; Document; Finding; Findings
69077-6,RFA Brachiocephalic artery Views W contrast IA,RFA BrachCeph a Views W contr IA,RF,Chest,30,Art; Arteriogram; BrachCeph a; Brachiocephalic; c
69078-4,RF Guidance for drainage and placement of drainage catheter of Chest,RF Guided Chest Drain+cath place,RF,Chest,20,Cath; Document; Drain; Drain+cath place; Exudate
69079-2,XR Clavicle 45 degree cephalic angle,XR Clavicle 45 deg ceph angle,XR,Chest; Unspecified; True,19,1V; 45 deg ceph angle; CXR; Document; Film
69080-0,XR Cervical spine 5 Views W flexion and W extension,XR C-spine 5V W FE,XR,Neck,24,5V; 5VW; C/sp; Cerv; C-spine
69081-8,XR Cervical spine 5 Views and Swimmers,XR C-spine 5V+Swimmers,XR,Neck,22,5V; 5V+Swimmers; 5VW; C/sp; Cerv
69083-4,CT Guidance for biopsy of Abdomen-- WO contrast,CT Guided Abd Bx--WO contr,CT,Abdomen,26,Abd; Abdo; Abdomen+; Abdominal; Bx
69084-2,CTA Chest vessels WO contrast,CTA Chest ves WO contr,CT,Chest,27,Ang; Angio; Angiography; Angm; c
69087-5,CT Ankle - bilateral WO contrast,CT Ankle-Bl WO contr,CT,Lower extremity; True; Bilateral,33,Ankle-Bl; Ankles; Bil; Bilat; Both
69088-3,CT Knee - bilateral W contrast IV,CT Knee-Bl W contr IV,CT,Lower extremity; True; Bilateral,35,Bil; Bilat; Both; c; CAT scan
69089-1,CT Knee - bilateral WO contrast,CT Knee-Bl WO contr,CT,Lower extremity; True; Bilateral,34,Bil; Bilat; Both; c; CAT scan
69090-9,CT Shoulder - bilateral WO contrast,CT Shoulder-Bl WO contr,CT,Upper extremity; True; Bilateral,32,Arm; Bil; Bilat; Both; c
69091-7,CT Wrist - bilateral W contrast IV,CT Wrist-Bl W contr IV,CT,Upper extremity; True; Bilateral,33,Arm; Bil; Bilat; Both; c
69092-5,CT Guidance for biopsy of Liver-- WO contrast,CT Guided Liver Bx--WO contr,CT,Abdomen,28,Abd; Abdo; Abdomen+; Abdominal; Bx
69093-3,CT Guidance for biopsy of Pelvis-- W contrast IV,CT Guided Pelvis Bx--W contr IV,CT,Pelvis,24,Bx; c; CAT scan; Computed tomography; Computerized tomography
69094-1,CT Guidance for biopsy of Pelvis-- WO contrast,CT Guided Pelvis Bx--WO contr,CT,Pelvis,23,Bx; c; CAT scan; Computed tomography; Computerized tomography
69095-8,CT Urinary bladder W contrast IV,CT Bladder W contr IV,CT,Abdomen; Pelvis,24,Abd; Abd+Pelvis; Abdo; Abdominal; c
69096-6,CT Chest limited W contrast IV,CT Chest Ltd W contr IV,CT,Chest,21,c; CAT scan; Computed tomography; Computerized tomography; Contr
69102-2,CT Ankle - left Arthrogram,CT Ankle-L W contr IS,CT,Lower extremity; True; Left,37,Ankle-L; Arthrogram; Arthrography; c; CAT scan
69103-0,CT Elbow - left Arthrogram,CT Elbow-L W contr IS,CT,Upper extremity; True; Left,38,Arm; Arthrogram; Arthrography; c; CAT scan
69104-8,CT Extremity - left WO contrast,CT Extr-L WO contr,CT,Extremity; True; Left,21,c; CAT scan; Computed tomography; Computerized tomography; Contr
69105-5,CT Hip - left Arthrogram,CT Hip-L W contr IS,CT,Lower extremity; True; Left,37,Arthrogram; Arthrography; c; CAT scan; Computed tomography
69106-3,CT Knee - left Arthrogram,CT Knee-L W contr IS,CT,Lower extremity; True; Left,38,Arthrogram; Arthrography; c; CAT scan; Computed tomography
69107-1,CT Wrist - left Arthrogram,CT Wrist-L W contr IS,CT,Upper extremity; True; Left,36,Arm; Arthrogram; Arthrography; c; Carpal bone
69109-7,CT Ankle - right Arthrogram,CT Ankle-R W contr IS,CT,Lower extremity; True; Right,37,Ankle-R; Arthrogram; Arthrography; c; CAT scan
69110-5,CT Elbow - right Arthrogram,CT Elbow-R W contr IS,CT,Upper extremity; True; Right,38,Arm; Arthrogram; Arthrography; c; CAT scan
69111-3,CT Extremity - right WO contrast,CT Extr-R WO contr,CT,Extremity; True; Right,21,c; CAT scan; Computed tomography; Computerized tomography; Contr
69112-1,CT Hip - right Arthrogram,CT Hip-R W contr IS,CT,Lower extremity; True; Right,37,Arthrogram; Arthrography; c; CAT scan; Computed tomography
69113-9,CT Kidney - right,CT Kidney-R,CT,True; Abdomen; Right,24,Abd; Abdo; Abdomen+; Abdominal; CAT scan
69114-7,CT Knee - right Arthrogram,CT Knee-R W contr IS,CT,Lower extremity; True; Right,38,Arthrogram; Arthrography; c; CAT scan; Computed tomography
69115-4,CT Wrist - right Arthrogram,CT Wrist-R W contr IS,CT,Upper extremity; True; Right,36,Arm; Arthrogram; Arthrography; c; Carpal bone
69116-2,CT Sacrum and Coccyx,CT Sacrum+Coccyx,CT,Pelvis,13,CAT scan; Computed tomography; Computerized tomography; CT scan; Document
69117-0,CT Scapula,CT Scapula,CT,Chest; Unspecified; True,14,CAT scan; Computed tomography; Computerized tomography; CT scan; Document
69118-8,CT Scapula WO contrast,CT Scapula WO contr,CT,Chest; Unspecified; True,19,c; CAT scan; Computed tomography; Computerized tomography; Contr
69119-6,CTA Thoracic Aorta WO contrast,CTA TA WO contr,CT,Chest,27,Ang; Angio; Angiography; Angm; AO
69120-4,RF Guidance for drainage of abscess and placement of drainage catheter of Neck,RF Guided Neck Absc drain+cath place,RF,Neck,20,Absc drain+cath place; Absc drainage; Cath; Document; Drain
69121-2,RF Guidance for aspiration of cyst of Ovary,RF Guided Ovary Cyst asp,RF,Pelvis; Unspecified; True,24,Asp; Cyst asp; Document; Finding; Findings
69122-0,RF Guidance for drainage of abscess and placement of drainage catheter of Pancreas,RF Guided Pancreas Absc drain+cath place,RF,Abdomen,27,Abd; Abdo; Abdomen+; Abdominal; Absc drain+cath place
69123-8,RF Guidance for drainage of abscess and placement of chest tube of Pleural space,RF Guided Pl space Absc drn+CT place,RF,Chest; Unspecified; True,25,Absc drainage; Absc drn+CT place; Document; Drain; Exudate
69124-6,RF Guidance for superficial aspiration.fine needle of Tissue,RF Guided Tiss Sup FNA,RF,XXX,24,Asp; Document; Finding; Findings; Fluor
69127-9,RF Guidance for biopsy of Chest Pleura,RF Guided Chest Pleura Bx,RF,Chest; Unspecified; True,18,Bx; Chest Pleura; Chest.pleura; Document; Finding
69129-5,RF Guidance for biopsy of Thyroid gland,RF Guided Thyroid Bx,RF,Neck,17,Bx; Document; Finding; Findings; Fluor
69130-3,XR Hand AP and Lateral,XR Hand AP+Lat,XR,Upper extremity; Unspecified; True,31,Anterio-Posterior; Anteroposterior; AP+Lat; Arm; Document
69131-1,XR Hip Views and Danelius Miller,XR Hip Views+Danelius Miller,XR,Lower extremity; Unspecified; True,25,Dan Miller; Document; EXT; Films; Finding
69132-9,XR Hip Danelius Miller,XR Hip Danelius Miller,XR,Lower extremity; Unspecified; True,25,1V; Dan Miller; Document; EXT; Film
69133-7,RF Guidance for drainage and placement of drainage catheter of Hip,RF Guided Hip Drain+cath place,RF,Lower extremity; Unspecified; True,28,Cath; Document; Drain; Drain+cath place; EXT
69134-5,RFA Guidance for placement of stent in Iliac artery,RFA Guided Iliac a Stent place,RF,Unspecified; True; Abdomen; Pelvis,26,Abd; Abd+Pelvis; Abdo; Abdominal; Art
69135-2,RFA Guidance for atherectomy of Iliac artery-- W contrast,RFA Guided Iliac a Atherect--W contr,RF,Unspecified; True; Abdomen; Pelvis,32,Abd; Abd+Pelvis; Abdo; Abdominal; Art
69136-0,XR Knee Sunrise and Tunnel,XR Knee Sunrise+Tunnel,XR,Lower extremity; Unspecified; True,29,Document; EXT; Films; Finding; Findings
69137-8,XR Ankle - left AP and Lateral and oblique W standing,XR Ankle-L AP+Lat+Obl W Stand,XR,Lower extremity; True; Left,42,Ankle-L; Anterio-Posterior; Anteroposterior; AP+Lat; AP+Lat+Obl
69138-6,XR Ankle - left 3 Views W standing,XR Ankle-L 3V W Stand,XR,Lower extremity; True; Left,35,3V; 3VW; Ankle-L; Document; EXT
69139-4,XR Hip - left Views and Lateral crosstable,XR Hip-L Views+Lat Xtable,XR,Lower extremity; True; Left,34,Cross table; Document; EXT; Extr-L; Films
69140-2,XR Hip - left Views and Danelius Miller,XR Hip-L Views+Danelius Miller,XR,Lower extremity; True; Left,31,Dan Miller; Document; EXT; Extr-L; Films
69141-0,XR Hip - left Danelius Miller,XR Hip-L Danelius Miller,XR,Lower extremity; True; Left,31,1V; Dan Miller; Document; EXT; Extr-L
69142-8,XR Knee - left 2 Views and Sunrise,XR Knee-L 2V+Sunrise,XR,Lower extremity; True; Left,37,2V; 2V+Sunrise; 2VW; Document; EXT
69143-6,XR Knee - left 2 views and (Tunnel W standing),XR Knee-L 2V+tunnel Stand,XR,Lower extremity; True; Left,43,1V; 2V; 2V + 1V; 2V + tunnel; 2V +Tunnel
69144-4,XR Knee - left 4 views and (AP W standing),XR Knee-L 4V+AP Stand,XR,Lower extremity; True; Left,42,1V; 4V; 4V + AP; 4VW; Anterio-Posterior
69145-1,XR Knee - left 4 views and Tunnel,XR Knee-L 4V+Tunnel,XR,Lower extremity; True; Left,33,4V; 4V+Tunnel; 4VW; Document; EXT
69146-9,XR Knee - left AP and Lateral crosstable,XR Knee-L AP+Lat Xtable,XR,Lower extremity; True; Left,41,Anterio-Posterior; Anteroposterior; AP+Lat; AP+Lat Xtable; Cross table
69147-7,XR Knee - left AP and Lateral and Right oblique and Left oblique,XR Knee-L AP+Lat+R-Obl+L-Obl,XR,Lower extremity; True; Left,46,Anterio-Posterior; Anteroposterior; AP+Lat; AP+Lat+R-Obl+L-Obl; Bilateral obliques
69148-5,XR Knee - left Views and Tunnel,XR Knee-L Views+Tunnel,XR,Lower extremity; True; Left,32,Document; EXT; Extr-L; Films; Finding
69149-3,XR Knee - left Sunrise and (Views W standing),XR Knee-L Sunrise+views Stand,XR,Lower extremity; True; Left,42,1V; Document; EXT; Extr-L; Film
69150-1,MG Breast - left Diagnostic for implant,MG Brst-L Dx for implant,MG,Breast; True; Left,18,Brst; Brst-L; Document; Dx; Dx for implant
69151-9,XR Wrist - left 3 Scaphoid Views,XR Wrist-L 3V Scaphoid,XR,Upper extremity; True; Left,33,3V; 3V Scaphoid; 3VW; Arm; Carpal bone
69152-7,XR Patella - left Single view,XR Patella-L 1V,XR,Lower extremity; True; Left,25,1V; Document; EXT; Extr-L; Film
69153-5,XR Shoulder - left AP and Grashey and Axillary,XR Should-L AP+Grashey+Ax,XR,Upper extremity; True; Left,39,Anterio-Posterior; Anteroposterior; AP+Grashey+Ax; Arm; Document
69154-3,XR Shoulder - left 3 Views and Axillary,XR Should-L 3V+Ax,XR,Upper extremity; True; Left,33,3V; 3V+Ax; 3VW; Arm; Document
69155-0,XR Shoulder - left 3 Views and Y,XR Should-L 3V+Y,XR,Upper extremity; True; Left,33,3V; 3V+Y; 3VW; Arm; Document
69156-8,XR Shoulder - left Grashey and Y,XR Should-L Grashey+Y,XR,Upper extremity; True; Left,34,Arm; Document; EXT; Extr-L; Films
69157-6,XR Wrist - left Lateral Views W flexion and W extension,XR Wrist-L Views Lat W FE,XR,Upper extremity; True; Left,31,Arm; Carpal bone; Carpal bones; Carpal bones and joint; Document
69158-4,XR Breast Diagnostic for implant,XR Brst Dx for implant,XR,Breast; Unspecified; True,18,Brst; Document; Dx; Dx for implant; Films
69159-2,XR Breast Screening for implant,XR Brst screening for implant,XR,Breast; Unspecified; True,18,Asympt; Asymptomatic; Brst; Document; Films
69161-8,MRA Circle of Willis WO and W contrast IV,MRA Circle of Willis WO+W contr IV,MR,Head; Neck,38,Ang; Angio; Angiography; Brain; c
69162-6,MRA Pulmonary artery - bilateral W contrast IA,MRA PA-Bl W contr IA,MR,Chest; True; Bilateral,32,Ang; Angio; Angiography; Arteriogram; Bil
69163-4,MR Ankle - bilateral W contrast IV,MR Ankle-Bl W contr IV,MR,Lower extremity; True; Bilateral,32,Ankle-Bl; Ankles; Bil; Bilat; Both
69164-2,MR Ankle - bilateral WO contrast,MR Ankle-Bl WO contr,MR,Lower extremity; True; Bilateral,31,Ankle-Bl; Ankles; Bil; Bilat; Both
69165-9,MR Breast - bilateral for implant,MR Brst-Bl for Implant,MR,Breast; True; Bilateral,17,Bil; Bilat; Both; Breast-Bl; Breasts
69166-7,MR Breast - bilateral for implant WO and W contrast IV,MR Brst-Bl for Implant WO+W contr IV,MR,Breast; True; Bilateral,27,Bil; Bilat; Both; Breast-Bl; Breasts
69167-5,MR Breast - bilateral for implant W contrast IV,MR Brst-Bl for Implant W contr IV,MR,Breast; True; Bilateral,23,Bil; Bilat; Both; Breast-Bl; Breasts
69168-3,MR Breast - bilateral for implant WO contrast,MR Brst-Bl for Implant WO contr,MR,Breast; True; Bilateral,22,Bil; Bilat; Both; Breast-Bl; Breasts
69169-1,MR Guidance for biopsy of Breast - bilateral,MR Guided Brst-Bl Bx,MR,Breast; True; Bilateral,22,Bil; Bilat; Both; Breast-Bl; Breasts
69170-9,MR Elbow - bilateral W contrast IV,MR Elbow-Bl W contr IV,MR,Upper extremity; True; Bilateral,32,Arm; Bil; Bilat; Both; c
69171-7,MR Elbow - bilateral WO contrast,MR Elbow-Bl WO contr,MR,Upper extremity; True; Bilateral,31,Arm; Bil; Bilat; Both; c
69172-5,MR Femur - bilateral W contrast IV,MR Femur-Bl W contr IV,MR,Lower extremity; True; Bilateral,29,Bil; Bilat; Both; c; Contr
69173-3,MR Femur - bilateral WO contrast,MR Femur-Bl WO contr,MR,Lower extremity; True; Bilateral,28,Bil; Bilat; Both; c; Contr
69174-1,MR Forearm - bilateral WO and W contrast IV,MR Forearm-Bl WO+W contr IV,MR,Upper extremity; True; Bilateral,32,Arm; Bil; Bilat; Both; c
69175-8,MR Forearm - bilateral W contrast IV,MR Forearm-Bl W contr IV,MR,Upper extremity; True; Bilateral,28,Arm; Bil; Bilat; Both; c
69176-6,MR Forearm - bilateral WO contrast,MR Forearm-Bl WO contr,MR,Upper extremity; True; Bilateral,27,Arm; Bil; Bilat; Both; c
69177-4,MR Hand - bilateral WO and W contrast IV,MR Hand-Bl WO+W contr IV,MR,Upper extremity; True; Bilateral,36,Arm; Bil; Bilat; Both; c
69178-2,MR Hand - bilateral W contrast IV,MR Hand-Bl W contr IV,MR,Upper extremity; True; Bilateral,32,Arm; Bil; Bilat; Both; c
69179-0,MR Hand - bilateral WO contrast,MR Hand-Bl WO contr,MR,Upper extremity; True; Bilateral,31,Arm; Bil; Bilat; Both; c
69180-8,MR Upper arm - bilateral,MR Upper arm-Bl,MR,Upper extremity; True; Bilateral,22,Arm; Bil; Bilat; Both; Document
69181-6,MR Upper arm - bilateral WO and W contrast IV,MR Upper arm-Bl WO+W contr IV,MR,Upper extremity; True; Bilateral,32,Arm; Bil; Bilat; Both; c
